,B3GALT5-AS1,PCA3,LINC01531,HPN-AS1,HULC,TRERNA1,PSORS1C3,ATE1-AS1,NORAD,TP53TG1,FBXW7-AS1,CTBP1-AS,TP53COR1,ABALON,LINC01587,AGAP2-AS1,PISRT1,LINC01098,DSCR10,BANCR,LINC-ROR,LINC00602,MIR194-2HG,IFNG-AS1,HCG9,NBR2,TUSC7,FAM83H-AS1,MHRT,LINC00163,TTTY2,SPRY4-IT1,CASC8,ZNF667-AS1,LINC01080,ESRG,SNHG1,PARD6G-AS1,LINC00271,CADM3-AS1,NFIA-AS1,LOXL1-AS1,MYCNOS,CECR7,SOX2-OT,HYMAI,SNHG11,LINC01387,PWAR4,LINCMD1,LINC01081,GAS5,LINC00856,TP73-AS1,PTCSC3,SERTAD4-AS1,JAZF1-AS1,LINC00467,GABPB1-AS1,MIR17HG,PANDAR,AFAP1-AS1,LINC00474,DBH-AS1,DBET,DISC1FP1,C5orf66-AS2,LINC00922,MIR503HG,VLDLR-AS1,LINC01235,EPB41L4A-AS1,DANCR,TUSC8,CASC16,MESTIT1,OIP5-AS1,HCCAT5,HELLPAR,MIR22HG,CASC2,GHRLOS,EGOT,CYTOR,HCP5,LINC00654,NBAT1,LINC01184,PWRN1,MIAT,LINC00336,CASC15,EWSAT1,TUG1,KCNQ1OT1,GNAS-AS1,LINC00315,LINC00974,LINC00575,TSIX,LINC00583,LINC00261,LSINCT5,MCHR2-AS1,MEG8,CCDC26,LINC00479,PWAR5,ZFAS1,TEX41,HNF1A-AS1,DSCR9,LINC00319,MIF-AS1,LINC01588,H19,CARMN,LINC00663,MIR7-3HG,KIRREL3-AS3,LINC01556,MEG3,TTTY4,NEAT1,CAHM,HLA-F-AS1,NPSR1-AS1,FALEC,MIR155HG,FMR1-AS1,ERICH1-AS1,TINCR,SCHLAP1,BLACAT1,GPR1-AS,LRRC3DN,LINC00687,LINC00273,FAM30A,LINC00942,MIR99AHG,NCRUPAR,LINC00629,NUP50-AS1,HCG4,LINC01602,ZEB1-AS1,RAD51-AS1,LINC01133,LINC01024,HAS2-AS1,LINC00299,HAND2-AS1,XIST,NALT1,SAMMSON,DLEU2,HCG27,HAR1A,LINC00511,BCYRN1,LINC00472,PCGEM1,IL12A-AS1,ATXN8OS,PTCSC2,OLMALINC,DIO3OS,DISC2,MIR137HG,APTR,TDRG1,LINC00032,HOTAIR,LINC00293,LINC01628,GHET1,LUCAT1,LINC00961,DAOA-AS1,NRON,LINC-PINT,PICSAR,COL18A1-AS1,BCAR4,FENDRR,PCAT5,HOXA11-AS,LINC00473,CRNDE,LINC00312,RMST,MALAT1,ADORA2A-AS1,CDKN2B-AS1,CDKN2A-AS1,SNHG4,CCAT1,PCAT4,TTTY15,MIR124-2HG,COPG2IT1,NPTN-IT1,IGF2-AS,PCAT1,IL10RB-AS1,LMCD1-AS1,WT1-AS,GACAT2,CDR1-AS,NCAM1-AS1,PEG3-AS1,MIR181A1HG,C5orf66-AS1,TARID,MINCR,PVT1,LINC00477,GSTT1-AS1,CCAT2,HOTTIP,PRINS,MIR4435-2HG,LINC00963,PSMB8-AS1,MIR100HG,C1QTNF9B-AS1,HOTAIRM1,THRIL,SNHG12,PARTICL,KCTD21-AS1,PRNCR1,CBR3-AS1,UCA1,XACT,LINC01426,GATA3-AS1,LINC00675,GNG12-AS1
FBXW7-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTBP1-AS,0.0,1.0,0.0,0.0,0.4176459504650147,0.0,0.0918558451332855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0581640091259936,0.0,0.0,0.3464882734572525,0.0,0.0,0.0,0.0663416530344503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4109769206130628,0.0,0.0,0.0,0.2026756988090983,0.0,0.0,0.0854772971085767,0.0,0.0,0.0,0.335351865117057,0.0,0.2680993120964053,0.0771949809860452,0.0771949809860452,0.0,0.0,0.0581640091259936,0.0,0.7008381298203681,0.0,0.0,0.335351865117057,0.0,0.0,0.0,0.0,0.4992235950703347,0.5381310956681954,0.0918558451332855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5381310956681954,0.0918558451332855,0.5444680196303917,0.0,0.1121391355941631,0.0,0.0,0.0,0.0,0.4773538405223149,0.0,0.0,0.0,0.0918558451332855,0.0,0.0,0.0,0.0,0.3565464860805521,0.0,0.0,0.0,0.3671606820966759,0.3796549289149807,0.0771949809860452,0.0,0.0,0.0,0.0,0.0,0.0,0.5196203427847106,0.0,0.0,0.35020040957065096,0.0,0.0,0.0,0.0,0.3604522862098891,0.0,0.0,0.0,0.0,0.663583738193529,0.0,0.0,0.335351865117057,0.0,0.0,0.6807243802480557,0.0,0.0,0.0,0.0,0.0,0.0,0.2993520494319689,0.0,0.0,0.4073844504380748,1.0,0.4450773122476672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2993520494319689,0.0,0.0,0.0918558451332855,0.0,0.6021984921192332,0.0,0.0,0.360320155756231,0.0,0.0851600024256062,0.0,0.4688456578440165,0.0,1.0,0.0,0.0642972420573362,0.0,0.0,0.0,0.104025819409812,0.0,0.0,0.7469266775724397,0.35020040957065096,0.4638062026941441,0.0,0.0,0.4450773122476672,0.0,0.0,0.0918558451332855,0.1070683129789437,0.0,0.0,0.0,0.4450773122476672,0.0,0.0,0.0,0.0,0.335351865117057,0.3825010932767529,0.335351865117057,0.7006181802070335,0.0,0.6218279320963734,0.0,0.335351865117057,0.4176459504650147,0.0,0.0,0.0,0.0,0.329351895836209,0.7230243264285325,0.8845327739170489,0.0,0.0,0.361713832315557,0.0,0.0,0.0,0.0,0.0,0.0,0.5381310956681954,0.0,0.6910129259948965,0.0,0.0,0.335351865117057,0.335351865117057,0.0918558451332855,0.0,0.0,0.0,0.0581640091259936,1.0,0.0,0.0663416530344503,0.0,0.0,0.0,1.0,0.8375501023926628,0.4748598928630861,0.0,0.0,0.0,0.0,0.0
TP53COR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABALON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGAP2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PISRT1,0.0,0.0581640091259936,0.0,0.0,0.0639403753482751,0.0,0.1852329534433414,0.0,0.0,0.0,0.0,0.0581640091259936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743439443782497,0.0,0.0,0.0,0.2217502847928507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0746926443852597,0.0,0.0,0.0,0.0895711702997204,0.0,0.0,0.0762853200959455,0.0,0.0,0.0,0.0503985062552101,0.0,0.1789123401584405,0.06845433171263,0.06845433171263,0.0,0.0,0.1133966390742227,0.0,0.1381883480161297,0.0,0.0,0.0503985062552101,0.0,0.0,0.0,0.0,0.1110828840221531,0.1287225089875396,0.1852329534433415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1287225089875396,0.1852329534433414,0.0581640091259936,0.0,0.10146226296260301,0.0,0.0,0.0,0.0,0.0503985062552101,0.0,0.0,0.0,0.0823257570859295,0.0,0.0,0.0,0.0,0.1155888661362979,0.0,0.0,0.0,0.1835282322535534,0.1016079861450935,0.06845433171263,0.0,0.0,0.0,0.0,0.0,0.0,0.0658817510659709,0.0,0.0,0.0823257570859295,0.0,0.0,0.0,0.0,0.0658817510659709,0.0,0.0,0.0,0.0,0.1526913608417234,0.0,0.0,0.0503985062552101,0.0,0.0,0.1672023010359914,0.0,0.0,0.0,0.0,0.0,0.0,0.044462321788575995,0.0,0.0,0.06845433171263,0.0581640091259936,0.06845433171263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044462321788575995,0.0,0.0,0.0823257570859295,0.0,0.1068869989439094,0.0,0.0,0.0545099224911205,0.0,0.2246674334160648,0.0,0.1509822355825063,0.0,0.0581640091259936,0.0,0.2143487898691352,0.0,0.0,0.0,0.0938076606119336,0.0,0.0,0.0581640091259936,0.0823257570859295,0.0958704019728239,0.0,0.0,0.06845433171263,0.0,0.0,0.0823257570859295,0.0966781364934347,0.0,0.0,0.0,0.06845433171263,0.0,0.0,0.0,0.0,0.0503985062552101,0.0581640091259936,0.0503985062552101,0.0940283733182239,0.0,0.2390023426913893,0.0,0.0503985062552101,0.0639403753482751,0.0,0.0,0.0,0.0,0.0494091421774377,0.0571933212671457,0.1110828840221531,0.0,0.0,0.0547385872916392,0.0,0.0,0.0,0.0,0.0,0.0,0.1287225089875396,0.0,0.09727710484576499,0.0,0.0,0.0503985062552101,0.0503985062552101,0.1852329534433414,0.0,0.0,0.0,0.4136221157898299,0.0581640091259936,0.0,0.1308690205334857,0.0,0.0,0.0,0.0581640091259936,0.0762853200959455,0.1028096555318338,0.0,0.0,0.0,0.0,0.0
LINC01098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSCR10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANCR,0.0,0.3464882734572525,0.0,0.0,0.3764655495850966,0.0,0.1119664940073224,0.0,0.0,0.0,0.0,0.3464882734572525,0.0,0.0,0.0,0.0,0.0743439443782497,0.0,0.0,0.0,0.0,0.0,0.0,0.0834328861314625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6138873323016816,0.0,0.0,0.0,0.3390097279383605,0.0,0.0,0.1044687703786971,0.0,0.0,0.0,0.3080449335745038,0.0,0.2525421576352985,0.0955378363546801,0.0955378363546801,0.0,0.0,0.0743439443782497,0.0,0.532861835535668,0.0,0.0,0.3080449335745038,0.0,0.0,0.0,0.0,0.5551091243560777,0.6399942122557483,0.1119664940073225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6399942122557483,0.1119664940073224,0.3464882734572525,0.0,0.1348435180974678,0.0,0.0,0.0,0.0,0.3080449335745038,0.0,0.0,0.0,0.1119664940073224,0.0,0.0,0.0,0.0,0.4092508110936932,0.0,0.0,0.0,0.5434029137294668,0.3492479230728734,0.0955378363546801,0.0,0.0,0.0,0.0,0.0,0.0,0.3855489147552327,0.0,0.0,0.6053586934338546,0.0,0.0,0.0,0.0,0.4542388614144597,0.0,0.0,0.0,0.0,0.5065664277547915,0.0,0.0,0.3080449335745038,0.0,0.0,0.4653347226418373,0.0,0.0,0.0,0.0,0.0,0.0,0.2787584565848272,0.0,0.0,0.4663529144180028,0.3464882734572525,0.3976629677587758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7332180328198481,0.0,0.0,0.1119664940073224,0.0,0.4934463333762872,0.0,0.0,0.3294082217689954,0.0,0.1040878335195017,0.0,0.4708139534797734,0.0,0.3464882734572525,0.0,0.0810503641196235,0.0,0.0,0.0,0.1251939726996134,0.0,0.0,0.3464882734572525,0.8284667372225266,0.5368859057895301,0.0,0.0,0.3976629677587758,0.0,0.0,0.1119664940073225,0.1288125522238088,0.0,0.0,0.0,0.3976629677587758,0.0,0.0,0.0,0.0,0.3080449335745038,0.3464882734572525,0.3080449335745038,0.5278076941718608,0.0,0.4611034140044059,0.0,0.3080449335745038,0.3764655495850966,0.0,0.0,0.0,0.0,0.5360059716008901,0.3096535203175138,0.5551091243560777,0.0,0.0,0.3304949004210106,0.0,0.0,0.0,0.0,0.0,0.0,0.6399942122557483,0.0,0.4555669685039535,0.0,0.0,0.8284667372225266,0.3080449335745038,0.1119664940073224,0.0,0.0,0.0,0.0743439443782497,0.3464882734572525,0.0,0.0834328861314625,0.0,0.0,0.0,0.3464882734572525,0.5172781437560747,0.5355045718156297,0.0,0.0,0.0,0.0,0.0
LINC-ROR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
