source,target,value,source_type,target_type
DOID:3908,mir429,1,1,2
DOID:150,mir663a,1,1,2
DOID:3069,mir452,1,1,2
DOID:201,mir150,1,1,2
DOID:686,mir152,1,1,2
DOID:3620,mir376a,1,1,2
DOID:303,mir212,1,1,2
DOID:10283,mir29a,1,1,2
DOID:5041,mir15a,1,1,2
DOID:684,mir212,1,1,2
MIAT,mir29c,1,0,2
DOID:0060089,mir15a,1,1,2
DOID:120,mir27a,1,1,2
DOID:10534,mir640,1,1,2
DOID:10534,mir148b,1,1,2
DOID:3908,mir193a,1,1,2
DOID:4,mir224,1,1,2
MALAT1,DOID:201,1,0,1
DOID:1324,mir15a,1,1,2
DOID:0060072,mir519c,1,1,2
DOID:0060072,mir16,1,1,2
DOID:3620,mir452,1,1,2
DOID:11934,mir9,1,1,2
DOID:1561,mir659,1,1,2
DOID:684,mir10a,1,1,2
DOID:10283,let7b,1,1,2
DOID:3093,mir182,1,1,2
CYTOR,DOID:684,1,0,1
DOID:11723,mir29a,1,1,2
LINC00974,DOID:0050687,1,0,1
DOID:305,mir504,1,1,2
DOID:3070,mir224,1,1,2
DOID:11054,mir1224,1,1,2
BANCR,DOID:771,1,0,1
DOID:409,mir145,1,1,2
MALAT1,mir26a,1,0,2
DOID:162,let7b,1,1,2
MALAT1,DOID:4467,1,0,1
DOID:1324,mir520d,1,1,2
NEAT1,let7b,1,0,2
DOID:686,mir326,1,1,2
DOID:3571,let7e,1,1,2
DOID:0070004,mir99b,1,1,2
DOID:15,mir491,1,1,2
DOID:4706,mir224,1,1,2
LINC01080,DOID:1289,1,0,1
DOID:10283,mir320a,1,1,2
DOID:3070,mir139,1,1,2
DOID:184,mir181b,1,1,2
mir1202,mir1234,1,2,2
DOID:162,mir320a,1,1,2
DOID:4,mir29a,1,1,2
NEAT1,mir320a,1,0,2
DOID:1192,mir15a,1,1,2
DOID:1324,mir18b,1,1,2
DOID:1909,mir191,1,1,2
DOID:263,mir101,1,1,2
DOID:3571,mir1271,1,1,2
DOID:3571,mir330,1,1,2
DOID:15,mir485,1,1,2
XIST,let7b,1,0,2
TP73-AS1,mir194,1,0,2
CDKN2B-AS1,DOID:2531,1,0,1
DOID:5419,mir30e,1,1,2
DOID:10652,mir29a,1,1,2
DOID:3070,mir29a,1,1,2
DOID:0050615,mir17,1,1,2
HOXA11-AS,DOID:2394,1,0,1
DOID:162,mir615,1,1,2
HOTAIR,DOID:3829,1,0,1
DOID:3347,mir181c,1,1,2
DOID:4,mir346,1,1,2
DOID:1324,mir95,1,1,2
NEAT1,mir10b,1,0,2
DOID:0050687,mir182,1,1,2
DOID:5093,let7c,1,1,2
DOID:520,mir30b,1,1,2
DOID:1612,mir182,1,1,2
DOID:2531,mir183,1,1,2
DOID:14566,mir30e,1,1,2
DOID:3571,mir637,1,1,2
DOID:66,mir31,1,1,2
DOID:7,mir154,1,1,2
XIST,mir320a,1,0,2
TP73-AS1,mir31,1,0,2
CDKN2B-AS1,DOID:520,1,0,1
LINC01628,DOID:0110408,1,0,1
PVT1,DOID:10155,1,0,1
DOID:9352,mir103a,1,1,2
DOID:0014667,mir103a,1,1,2
DOID:178,mir92a,1,1,2
DOID:5844,mir197,1,1,2
DOID:0050155,mir1,1,1,2
DOID:8692,mir98,1,1,2
DOID:4960,let7e,1,1,2
DOID:4451,mir199b,1,1,2
DOID:0060083,let7e,1,1,2
DOID:4194,mir326,1,1,2
DOID:162,mir1286,1,1,2
DOID:4,mir873,1,1,2
DOID:162,mir34c,1,1,2
DOID:1324,mir345,1,1,2
NEAT1,mir34c,1,0,2
DOID:1909,mir200c,1,1,2
DOID:3571,mir502,1,1,2
OIP5-AS1,mir129,1,0,2
DOID:686,mir1301,1,1,2
DOID:7,mir520b,1,1,2
DOID:14566,mir106b,1,1,2
XIST,mir615,1,0,2
XIST,mir10b,1,0,2
CDKN2B-AS1,DOID:289,1,0,1
DOID:3119,mir183,1,1,2
DOID:193,mir30e,1,1,2
DOID:2348,mir34a,1,1,2
MIR17HG,DOID:0050687,1,0,1
DOID:3070,mir873,1,1,2
DOID:229,mir525,1,1,2
DOID:12603,mir584,1,1,2
DOID:0080000,mir502,1,1,2
DOID:162,mir26,1,1,2
DOID:4,mir642b,1,1,2
DISC2,DOID:162,1,0,1
DOID:162,mir190a,1,1,2
DOID:170,let7c,1,1,2
HOTAIR,DOID:4,1,0,1
DOID:263,mir508,1,1,2
DOID:0050687,mir1280,1,1,2
DOID:4,mir615,1,1,2
DOID:1909,mir302d,1,1,2
DOID:0050687,mir199a,1,1,2
DOID:3571,mir92,1,1,2
DOID:14566,mir758,1,1,2
DOID:1037,mir21,1,1,2
DOID:1287,mir30e,1,1,2
DOID:14566,mir34a,1,1,2
DOID:2531,mir199b,1,1,2
DOID:4645,mir20a,1,1,2
DOID:7,mir187,1,1,2
H19,DOID:3953,1,0,1
TP73-AS1,mir193b,1,0,2
XIST,mir34c,1,0,2
DOID:0050686,mir200a,1,1,2
CDKN2B-AS1,DOID:5614,1,0,1
DOID:3119,mir7,1,1,2
DOID:3856,mir330,1,1,2
DOID:193,mir106b,1,1,2
KIRREL3-AS3,DOID:162,1,0,1
DOID:0050155,mir133b,1,1,2
DOID:0060158,mir197,1,1,2
DOID:114,mir98,1,1,2
DOID:3068,mir34a,1,1,2
DOID:4451,mir21,1,1,2
DOID:0050615,mir31,1,1,2
NALT1,DOID:863,1,0,1
DOID:162,mir935,1,1,2
DOID:170,mir323a,1,1,2
MEG3,DOID:263,1,0,1
CDKN2A-AS1,DOID:1561,1,0,1
DOID:4,mir1286,1,1,2
DOID:1909,mir664,1,1,2
DOID:1612,mir1245b,1,1,2
OIP5-AS1,mir376b,1,0,2
DOID:680,mir195,1,1,2
DOID:7,mir103b,1,1,2
DOID:2531,mir96,1,1,2
DOID:14566,mir561,1,1,2
DOID:0060085,mir132,1,1,2
DOID:7,mir92a,1,1,2
IGF2-AS,DOID:4,1,0,1
XIST,mir190a,1,0,2
DOID:1319,mir218,1,1,2
H19,DOID:17,1,0,1
DOID:3119,mir199b,1,1,2
DOID:193,mir34a,1,1,2
DOID:0060158,mir99a,1,1,2
DOID:229,mir99a,1,1,2
DOID:0060041,mir129,1,1,2
DOID:2621,mir106b,1,1,2
DOID:114,mir200c,1,1,2
PICSAR,DOID:5680,1,0,1
LINC01024,DOID:162,1,0,1
DOID:4,mir26,1,1,2
DOID:170,mir1,1,1,2
DOID:863,mir125a,1,1,2
NPSR1-AS1,DOID:9256,1,0,1
DOID:0050687,mir518e,1,1,2
DOID:4362,mir34b,1,1,2
OIP5-AS1,mir495,1,0,2
DOID:14566,mir513c,1,1,2
DOID:7,mir410,1,1,2
DOID:1781,mir34b,1,1,2
H19,DOID:4085,1,0,1
DOID:0050686,mir212,1,1,2
DOID:2043,mir200c,1,1,2
PVT1,DOID:5672,1,0,1
DOID:3119,mir96,1,1,2
DOID:8850,mir375,1,1,2
DOID:14330,mir205,1,1,2
DOID:48,mir513a,1,1,2
LINC00583,DOID:162,1,0,1
DOID:707,mir20a,1,1,2
DOID:229,mir509,1,1,2
DOID:660,mir301b,1,1,2
DOID:2621,mir34a,1,1,2
DOID:5614,mir125a,1,1,2
DOID:0050117,mir21,1,1,2
DOID:3953,mir376a,1,1,2
DOID:120,mir130a,1,1,2
DOID:0060058,mir96,1,1,2
DOID:9351,mir107,1,1,2
BANCR,DOID:184,1,0,1
DOID:0060085,mir542,1,1,2
DOID:1781,mir371a,1,1,2
DOID:0060085,mir146b,1,1,2
DOID:0050902,mir373,1,1,2
DOID:0050686,mir10a,1,1,2
DOID:0060084,mir20a,1,1,2
PVT1,DOID:3093,1,0,1
DOID:8850,mir409,1,1,2
DOID:2394,mir34b,1,1,2
DOID:1793,mir143,1,1,2
DOID:3620,mir203,1,1,2
DOID:423,mir502,1,1,2
DOID:65,mir145,1,1,2
DOID:0050828,mir26a,1,1,2
DOID:3393,mir132,1,1,2
KCNQ1OT1,mir146b,1,0,2
ERICH1-AS1,DOID:162,1,0,1
DOID:170,mir217,1,1,2
DOID:5093,mir133b,1,1,2
DOID:0060058,mir21,1,1,2
DOID:3908,mir625,1,1,2
DOID:17,mir140,1,1,2
DOID:3908,mir212,1,1,2
DOID:0050902,mir376a,1,1,2
PVT1,mir424,1,0,2
mir1245a,mir3186,1,2,2
DOID:14330,mir374b,1,1,2
DOID:0060072,mir219,1,1,2
DOID:1240,mir148a,1,1,2
DOID:2596,mir384,1,1,2
DOID:3620,mir383,1,1,2
DOID:5093,mir638,1,1,2
DOID:3342,mir140,1,1,2
DOID:684,mir125b,1,1,2
DOID:0050828,mir491,1,1,2
DOID:8398,mir140,1,1,2
DOID:10591,mir302e,1,1,2
mir612,mir657,1,2,2
PCAT1,DOID:3119,1,0,1
DOID:1091,mir130a,1,1,2
DOID:120,mir145,1,1,2
TUG1,DOID:707,1,0,1
DOID:3908,mir10a,1,1,2
DOID:5093,mir339,1,1,2
GAS5,DOID:7474,1,0,1
DOID:0050686,mir658,1,1,2
GAS5,DOID:1380,1,0,1
DOID:6713,mir222,1,1,2
CCAT1,DOID:219,1,0,1
DOID:3571,mir155,1,1,2
LINC00602,DOID:3119,1,0,1
DOID:686,mir24,1,1,2
DOID:771,mir142,1,1,2
DOID:15,mir143,1,1,2
DOID:1793,mir15b,1,1,2
DOID:3996,mir26a,1,1,2
DOID:684,mir372,1,1,2
DOID:77,mir146a,1,1,2
DOID:3070,mir135a,1,1,2
DOID:120,mir497,1,1,2
UCA1,DOID:3119,1,0,1
DOID:10534,mir224,1,1,2
DOID:1781,mir323b,1,1,2
DOID:3118,mir143,1,1,2
GAS5,mir18a,1,0,2
DOID:8618,mir15b,1,1,2
GAS5,DOID:363,1,0,1
DOID:1324,mir26b,1,1,2
DOID:150,mir432,1,1,2
DOID:2394,mir542,1,1,2
DOID:0060072,mir27b,1,1,2
DOID:1240,mir181c,1,1,2
DOID:0070004,mir30b,1,1,2
DOID:10283,mir183,1,1,2
DOID:684,mir140,1,1,2
DOID:3093,mir29b,1,1,2
mir612,mir371,1,2,2
DOID:9119,mir146a,1,1,2
DOID:120,mir138,1,1,2
DOID:10534,mir139,1,1,2
DOID:17,mir520b,1,1,2
DOID:4159,mir378h,1,1,2
DOID:0050686,mir378h,1,1,2
DOID:162,mir183,1,1,2
GAS5,DOID:848,1,0,1
DOID:4,mir151a,1,1,2
DOID:1612,mir23a,1,1,2
DOID:3213,mir155,1,1,2
DOID:201,mir29b,1,1,2
DOID:3571,mir18a,1,1,2
DOID:11934,mir1271,1,1,2
DOID:3342,mir520b,1,1,2
DOID:684,mir451a,1,1,2
DOID:0060060,let7a,1,1,2
DOID:3093,let7c,1,1,2
DOID:9538,mir222,1,1,2
LSINCT5,DOID:5093,1,0,1
DOID:3070,mir151a,1,1,2
DOID:4960,mir155,1,1,2
DOID:10534,mir519e,1,1,2
DOID:8857,mir29b,1,1,2
DOID:3118,mir15b,1,1,2
DOID:4194,mir24,1,1,2
DOID:162,mir7,1,1,2
DOID:4,mir515,1,1,2
DOID:263,mir195,1,1,2
DOID:5093,mir516a,1,1,2
DOID:3571,mir92b,1,1,2
DOID:0070004,mir636,1,1,2
DOID:14566,mir181d,1,1,2
DOID:15,mir520e,1,1,2
DOID:9261,mir223,1,1,2
CDKN2B-AS1,DOID:0050736,1,0,1
DOID:3093,mir323a,1,1,2
EWSAT1,DOID:3369,1,0,1
DOID:6050,mir29b,1,1,2
DOID:934,mir25,1,1,2
DOID:178,mir302a,1,1,2
DOID:8584,mir146a,1,1,2
DOID:9119,mir181a,1,1,2
SNHG12,mir181a,1,0,2
DOID:8692,mir30a,1,1,2
DOID:3068,mir181d,1,1,2
DOID:4451,let7d,1,1,2
DOID:409,mir28,1,1,2
DOID:4,mir574,1,1,2
KCNQ1OT1,DOID:0050686,1,0,1
DOID:162,mir199b,1,1,2
DOID:4,mir183,1,1,2
HOTAIR,DOID:10534,1,0,1
DOID:263,mir184,1,1,2
DOID:0050687,mir29b,1,1,2
DOID:2914,mir155,1,1,2
DOID:1612,mir29b,1,1,2
DOID:3571,mir492,1,1,2
DOID:0050013,mir503,1,1,2
DOID:14566,mir526a,1,1,2
DOID:686,mir1271,1,1,2
DOID:0050013,mir191,1,1,2
XIST,mir7,1,0,2
DOID:1319,mir106a,1,1,2
DOID:7,mir25,1,1,2
TP73-AS1,mir103a,1,0,2
DOID:10283,mir96,1,1,2
DOID:3856,mir520c,1,1,2
DOID:193,mir181d,1,1,2
DOID:6050,mir486,1,1,2
HULC,DOID:3571,1,0,1
DOID:5419,mir198,1,1,2
DOID:178,let7f,1,1,2
DOID:4960,mir18a,1,1,2
DOID:8692,mir100,1,1,2
DOID:0060083,mir18a,1,1,2
ZFAS1,DOID:10155,1,0,1
MALAT1,mir503,1,0,2
KCNQ1OT1,DOID:14566,1,0,1
HOTAIR,mir106a,1,0,2
DOID:162,mir96,1,1,2
DOID:162,mir1245a,1,1,2
DOID:1289,mir107,1,1,2
DOID:3953,mir192,1,1,2
DOID:0050687,mir486,1,1,2
DOID:4,mir7,1,1,2
DOID:4,mir545,1,1,2
ATXN8OS,DOID:8771,1,0,1
DOID:0050687,let7c,1,1,2
DOID:1612,mir486,1,1,2
DOID:2998,mir629,1,1,2
DOID:2531,let7d,1,1,2
DOID:14566,mir198,1,1,2
DOID:3571,mir338,1,1,2
DOID:4645,mir10b,1,1,2
DOID:4706,mir183,1,1,2
H19,DOID:2600,1,0,1
DOID:2174,mir29b,1,1,2
DOID:3093,mir548d,1,1,2
DOID:6050,mir675,1,1,2
HYMAI,DOID:14566,1,0,1
SNHG12,mir195,1,0,2
DOID:229,let7a,1,1,2
DOID:114,mir30a,1,1,2
DOID:0060083,mir92b,1,1,2
DOID:4451,mir122,1,1,2
DOID:4451,mir629,1,1,2
DOID:2921,mir638,1,1,2
DOID:0050615,mir30c,1,1,2
DOID:162,mir519b,1,1,2
DOID:170,mir186,1,1,2
HOTAIR,DOID:5517,1,0,1
DOID:1289,mir34b,1,1,2
CCAT1,mir301b,1,0,2
DOID:4,mir1302,1,1,2
DOID:4645,mir34c,1,1,2
DOID:0050687,mir323a,1,1,2
PISRT1,DOID:863,1,0,1
DOID:10952,mir200a,1,1,2
DOID:1287,mir526a,1,1,2
DOID:5093,mir19a,1,1,2
DOID:14566,mir93,1,1,2
DOID:7,mir302a,1,1,2
HCP5,DOID:37,1,0,1
H19,DOID:5339,1,0,1
XIST,mir96,1,0,2
DOID:299,mir195,1,1,2
H19,DOID:10763,1,0,1
PCA3,DOID:305,1,0,1
DOID:0014667,mir206,1,1,2
PRINS,DOID:3856,1,0,1
DOID:193,mir198,1,1,2
DOID:3119,let7d,1,1,2
DOID:898,mir19a,1,1,2
DOID:229,mir504,1,1,2
DOID:660,mir200b,1,1,2
DOID:4451,mir365a,1,1,2
DOID:0050828,mir128,1,1,2
DOID:0060083,mir200a,1,1,2
DOID:162,mir1323,1,1,2
DOID:3953,mir203,1,1,2
DOID:4,mir1245a,1,1,2
HOTAIR,mir130a,1,0,2
CDR1-AS,DOID:14566,1,0,1
CCAT1,mir490,1,0,2
DOID:4450,mir9,1,1,2
DOID:1909,mir506,1,1,2
DOID:5093,mir153,1,1,2
DOID:9206,mir486,1,1,2
DOID:0060058,let7d,1,1,2
DOID:1909,mir375,1,1,2
DOID:2531,mir629,1,1,2
HCG9,DOID:5419,1,0,1
DOID:1287,mir198,1,1,2
HCP5,DOID:8536,1,0,1
DOID:14566,mir517a,1,1,2
DOID:3908,let7g,1,1,2
DOID:630,mir19a,1,1,2
H19,DOID:299,1,0,1
DOID:0050686,mir125b,1,1,2
DOID:7,mir28,1,1,2
DOID:18,mir200b,1,1,2
DOID:193,mir93,1,1,2
NBAT1,DOID:1612,1,0,1
SPRY4-IT1,DOID:305,1,0,1
DOID:0060158,mir107,1,1,2
DOID:2237,mir342,1,1,2
DOID:0050117,mir122,1,1,2
DOID:4450,mir425,1,1,2
DOID:305,mir211,1,1,2
MEG3,DOID:1542,1,0,1
DOID:4450,mir19a,1,1,2
DOID:863,mir200b,1,1,2
DOID:14566,mir4306,1,1,2
TUG1,DOID:0060100,1,0,1
DOID:0060085,mir550a,1,1,2
DOID:0050902,mir203,1,1,2
DOID:0050686,mir372,1,1,2
DOID:3119,mir629,1,1,2
DOID:2394,mir199a,1,1,2
DOID:934,mir638,1,1,2
MIR155HG,DOID:0060060,1,0,1
DOID:0060100,mir125b,1,1,2
DOID:11934,mir141,1,1,2
DOID:4960,mir625,1,1,2
DOID:0060041,mir431,1,1,2
SNHG1,mir140,1,0,2
DOID:2621,mir93,1,1,2
DOID:0060083,mir625,1,1,2
DOID:3068,mir539,1,1,2
DOID:0050828,mir143,1,1,2
ZFAS1,DOID:5672,1,0,1
DOID:5614,mir200b,1,1,2
AFAP1-AS1,DOID:305,1,0,1
DOID:5093,mir718,1,1,2
MEG3,DOID:3996,1,0,1
DOID:0060058,mir629,1,1,2
DOID:4362,mir20b,1,1,2
DOID:0060058,mir122,1,1,2
TUG1,DOID:193,1,0,1
DOID:1037,mir650,1,1,2
DOID:10534,mir124,1,1,2
DOID:0060085,mir222,1,1,2
HCP5,DOID:8893,1,0,1
DOID:0050902,mir383,1,1,2
H19,mir140,1,0,2
DOID:0050686,mir337,1,1,2
GAS5,DOID:201,1,0,1
DOID:0050686,mir140,1,1,2
DOID:3908,mir125b,1,1,2
DOID:0060084,mir34c,1,1,2
PVT1,DOID:4074,1,0,1
DOID:3069,mir128,1,1,2
DOID:2394,mir433,1,1,2
DOID:3119,mir365a,1,1,2
DOID:3119,mir374a,1,1,2
DOID:5093,mir141,1,1,2
DOID:0070004,mir146a,1,1,2
DOID:4607,mir124,1,1,2
mir617,mir1286,1,2,2
DOID:3905,mir222,1,1,2
DOID:13089,mir34c,1,1,2
LSINCT5,DOID:120,1,0,1
GHET1,DOID:11054,1,0,1
DOID:305,mir23a,1,1,2
DOID:863,mir214,1,1,2
DOID:2349,mir143,1,1,2
DOID:14566,mir567,1,1,2
HCP5,mir214,1,0,2
DOID:11830,mir328,1,1,2
DOID:0050686,mir605,1,1,2
DOID:0050686,mir451a,1,1,2
DOID:150,mir488,1,1,2
GAS5,DOID:0080001,1,0,1
NEAT1,DOID:193,1,0,1
DOID:3119,mir188,1,1,2
mir1245a,mir181,1,2,2
DOID:2394,mir20b,1,1,2
DOID:331,mir21,1,1,2
DOID:686,mir141,1,1,2
TUSC7,DOID:3347,1,0,1
DOID:0060100,mir140,1,1,2
DOID:65,mir498,1,1,2
SPRY4-IT1,DOID:686,1,0,1
DOID:11934,mir155,1,1,2
DOID:3996,mir143,1,1,2
DOID:684,mir200c,1,1,2
DOID:3905,mir449b,1,1,2
KCNQ1OT1,mir449b,1,0,2
ERICH1-AS1,DOID:5679,1,0,1
DOID:2994,mir372,1,1,2
GHET1,DOID:305,1,0,1
DOID:184,mir133b,1,1,2
DOID:120,mir22,1,1,2
DOID:305,mir421,1,1,2
DOID:9351,mir20b,1,1,2
UCA1,DOID:1749,1,0,1
DOID:10534,mir135a,1,1,2
DOID:3908,mir337,1,1,2
DOID:4194,mir126,1,1,2
DOID:0050686,mir302f,1,1,2
MALAT1,DOID:1781,1,0,1
GAS5,DOID:2237,1,0,1
DOID:0060056,mir141,1,1,2
DOID:3119,mir450a,1,1,2
NEAT1,DOID:0060689,1,0,1
DOID:0060072,mir146a,1,1,2
DOID:0070004,mir181a,1,1,2
DOID:3996,mir1290,1,1,2
DOID:1793,mir27a,1,1,2
DOID:3620,mir376c,1,1,2
XIST,DOID:193,1,0,1
DOID:3093,mir152,1,1,2
DOID:848,mir498,1,1,2
AFAP1-AS1,DOID:686,1,0,1
DOID:10534,mir429,1,1,2
DOID:17,mir25,1,1,2
LINC00163,mir329,1,0,2
DOID:8618,mir27a,1,1,2
GAS5,DOID:4960,1,0,1
DOID:225,mir510,1,1,2
PISRT1,DOID:0060289,1,0,1
DOID:0060072,mir499a,1,1,2
DOID:1240,mir299,1,1,2
DOID:686,mir155,1,1,2
DOID:3996,mir493,1,1,2
CDKN2B-AS1,DOID:0070004,1,0,1
PRNCR1,DOID:7,1,0,1
DOID:0050828,mir503,1,1,2
DOID:0060089,mir16,1,1,2
DOID:399,mir181b,1,1,2
DOID:120,mir28,1,1,2
DOID:0060085,mir720,1,1,2
HOTTIP,DOID:3347,1,0,1
H19,mir599,1,0,2
DOID:162,mir29c,1,1,2
DOID:4,mir23b,1,1,2
DOID:0060056,mir155,1,1,2
LINCMD1,DOID:7,1,0,1
DOID:1324,mir16,1,1,2
DOID:686,mir517c,1,1,2
DOID:3571,mir302b,1,1,2
DOID:0060072,mir181a,1,1,2
DOID:1749,mir146a,1,1,2
DOID:3620,mir494,1,1,2
mir4306,mir181,1,2,2
DOID:10283,let7d,1,1,2
DOID:3093,mir186,1,1,2
EWSAT1,DOID:201,1,0,1
DOID:5419,mir29a,1,1,2
DOID:178,mir15a,1,1,2
DOID:11723,mir29c,1,1,2
DOID:3070,mir23b,1,1,2
DOID:8692,mir17,1,1,2
DOID:11054,mir192,1,1,2
DOID:0050615,mir146b,1,1,2
DOID:162,mir518b,1,1,2
DOID:4,mir658,1,1,2
DOID:162,let7d,1,1,2
MALAT1,DOID:4607,1,0,1
HOTAIR,DOID:0050615,1,0,1
NEAT1,let7d,1,0,2
DOID:0050687,mir152,1,1,2
DOID:263,mir30d,1,1,2
DOID:1612,mir152,1,1,2
DOID:0060072,mir520h,1,1,2
TINCR,DOID:0050687,1,0,1
DOID:1240,mir32,1,1,2
DOID:1749,mir499a,1,1,2
XIST,mir29c,1,0,2
DOID:3571,let7g,1,1,2
DOID:7,mir142,1,1,2
DOID:684,mir744,1,1,2
DOID:3856,mir26a,1,1,2
CDKN2B-AS1,DOID:10283,1,0,1
DOID:3093,mir9,1,1,2
DOID:5419,mir346,1,1,2
DOID:229,mir150,1,1,2
DOID:11054,mir99b,1,1,2
DOID:10534,mir574,1,1,2
DOID:2377,mir15a,1,1,2
DOID:4,mir1179,1,1,2
LINC00511,mir15a,1,0,2
DOID:4,mir29c,1,1,2
CTBP1-AS,DOID:10283,1,0,1
DOID:1324,mir192,1,1,2
DOID:1612,mir520a,1,1,2
DOID:1909,mir194,1,1,2
DOID:0060072,mir1246,1,1,2
DOID:3571,mir335,1,1,2
DOID:14566,let7b,1,1,2
mir518e,mir621,1,2,2
XIST,let7d,1,0,2
PWAR4,DOID:1470,1,0,1
DOID:10283,mir629,1,1,2
DOID:0060060,mir199a,1,1,2
DOID:934,mir15a,1,1,2
DOID:0080001,mir675,1,1,2
HAND2-AS1,DOID:2621,1,0,1
DOID:3070,mir29c,1,1,2
DOID:768,mir17,1,1,2
DOID:11054,mir708,1,1,2
DOID:114,mir17,1,1,2
DOID:0080000,mir335,1,1,2
DOID:409,mir181b,1,1,2
HOXA11-AS,let7b,1,0,2
DOID:0050615,mir181b,1,1,2
MALAT1,mir30a,1,0,2
DOID:10763,let7b,1,1,2
PVT1,mir544a,1,0,2
DOID:1289,mir199a,1,1,2
DOID:162,mir629,1,1,2
DOID:4,mir518b,1,1,2
DOID:1909,mir31,1,1,2
DOID:0050687,mir186,1,1,2
DOID:1612,mir326,1,1,2
DOID:5093,let7e,1,1,2
DOID:1037,mir19b,1,1,2
DOID:1287,mir29a,1,1,2
DOID:14566,mir320a,1,1,2
DOID:2531,mir187,1,1,2
HCP5,DOID:225,1,0,1
DOID:7,mir15a,1,1,2
DOID:193,let7b,1,1,2
DOID:8692,mir31,1,1,2
DOID:4960,let7g,1,1,2
DOID:0060083,let7g,1,1,2
DOID:162,mir374a,1,1,2
DOID:3953,mir101,1,1,2
DOID:2921,mir200b,1,1,2
DOID:1289,mir433,1,1,2
DOID:4,mir590,1,1,2
DOID:1324,mir708,1,1,2
DOID:0050687,mir9,1,1,2
DOID:1909,mir204,1,1,2
DOID:1612,mir9,1,1,2
DOID:2531,mir92a,1,1,2
DOID:14566,mir615,1,1,2
DOID:1287,let7b,1,1,2
DOID:680,mir181c,1,1,2
DOID:7,mir520d,1,1,2
DOID:0014667,mir34a,1,1,2
DOID:193,mir320a,1,1,2
DOID:3119,mir187,1,1,2
DOID:934,mir18b,1,1,2
DOID:10652,mir590,1,1,2
DOID:8692,mir628,1,1,2
DOID:4960,mir335,1,1,2
DOID:0060041,mir106b,1,1,2
DOID:0060083,mir335,1,1,2
DOID:3068,mir10b,1,1,2
DOID:3905,mir1,1,1,2
DOID:4,mir544b,1,1,2
DOID:170,let7e,1,1,2
HOTAIR,DOID:4006,1,0,1
DOID:305,mir125a,1,1,2
DOID:0050687,mir425,1,1,2
DOID:3347,mir199a,1,1,2
DOID:1909,mir193b,1,1,2
DOID:1612,mir425,1,1,2
DOID:2531,mir410,1,1,2
DOID:14566,mir1286,1,1,2
DOID:1287,mir320a,1,1,2
DOID:2531,mir19b,1,1,2
DOID:14566,mir34c,1,1,2
XIST,mir374a,1,0,2
DOID:7,mir1224,1,1,2
DOID:0050686,mir200c,1,1,2
DOID:3119,mir92a,1,1,2
PVT1,DOID:1074,1,0,1
LINC00472,DOID:1612,1,0,1
TUSC8,DOID:4,1,0,1
NPTN-IT1,DOID:162,1,0,1
DOID:0050338,mir147b,1,1,2
WT1-AS,DOID:4,1,0,1
DOID:2394,let7c,1,1,2
DOID:3070,mir544b,1,1,2
DOID:9970,mir30e,1,1,2
DOID:8692,mir193b,1,1,2
DOID:403,mir19b,1,1,2
DOID:660,mir126,1,1,2
mir500b,mir1231,1,2,2
DOID:0050117,mir19b,1,1,2
PICSAR,DOID:2994,1,0,1
DOID:162,mir450a,1,1,2
MEG3,DOID:2678,1,0,1
mir657,mir1202,1,2,2
DOID:2789,mir106b,1,1,2
DOID:0050687,mir153,1,1,2
DOID:14566,mir26,1,1,2
DOID:1037,mir663a,1,1,2
DOID:2531,mir135b,1,1,2
HCG9,DOID:4,1,0,1
DOID:0060085,mir133b,1,1,2
DOID:0050902,mir33b,1,1,2
DOID:14566,mir190a,1,1,2
H19,DOID:8923,1,0,1
DOID:0050686,mir302d,1,1,2
DOID:1781,mir1,1,1,2
DOID:557,mir21,1,1,2
DOID:3856,mir642a,1,1,2
DOID:18,mir126,1,1,2
DOID:3119,mir19b,1,1,2
DOID:193,mir34c,1,1,2
DOID:3996,mir205,1,1,2
DOID:65,mir132,1,1,2
PRNCR1,DOID:162,1,0,1
DOID:3393,mir1,1,1,2
GATA3-AS1,DOID:4,1,0,1
DOID:3905,mir133b,1,1,2
ERICH1-AS1,DOID:1492,1,0,1
DOID:0050615,mir422a,1,1,2
DOID:4,mir663,1,1,2
DOID:635,mir198,1,1,2
DOID:170,mir124,1,1,2
DOID:5093,mir301a,1,1,2
DOID:863,mir126,1,1,2
EPB41L4A-AS1,mir20b,1,0,2
DOID:0050687,mir593,1,1,2
DOID:0060058,mir19b,1,1,2
TUG1,DOID:3119,1,0,1
DOID:17,mir127,1,1,2
DOID:14566,mir935,1,1,2
DOID:0060085,mir423,1,1,2
DOID:3908,mir200c,1,1,2
DOID:0050686,mir215,1,1,2
DOID:3069,mir205,1,1,2
DOID:3119,mir135b,1,1,2
PTCSC3,DOID:4,1,0,1
DOID:2394,mir1,1,1,2
LINC00473,DOID:4,1,0,1
DOID:707,mir21,1,1,2
DOID:3996,mir363,1,1,2
NBAT1,DOID:3093,1,0,1
RMST,DOID:4043,1,0,1
TP73-AS1,DOID:0060083,1,0,1
DOID:660,mir376a,1,1,2
DOID:848,mir132,1,1,2
DOID:5093,mir450b,1,1,2
DOID:74,mir339,1,1,2
DOID:0060058,mir135b,1,1,2
DOID:12336,mir373,1,1,2
OIP5-AS1,mir320b,1,0,2
BANCR,DOID:1909,1,0,1
DOID:4362,mir133b,1,1,2
HOTTIP,DOID:170,1,0,1
